binary,nsubscriber,total_ops,nthread,duration,throughput
./tatp.adr.clobber,1000000,11565759,1,10,1156575
./tatp.adr.undo,1000000,4969990,1,10,496999
./tatp.eadr.clobber,1000000,13442362,1,10,1344236
./tatp.eadr.undo,1000000,23545024,1,10,2354502
./tatp.adr.clobber,1000000,11819443,1,10,1181944
./tatp.adr.undo,1000000,4971820,1,10,497182
./tatp.eadr.clobber,1000000,13711662,1,10,1371166
./tatp.eadr.undo,1000000,23524055,1,10,2352405
